1836330000.00000	4394970000.00000	5943630000.00000	-1	7614280000.00000	7666370000.00000	8242610000.00000	8580700000.00000	8060760000.00000	7200120000.00000	7214650000.00000	7227800000.00000	-1	6888570000.00000	6409920000.00000	6248970000.00000	5866740000.00000	5625800000.00000	5538890000.00000	4627710000.00000
3841500000.00000	5837890000.00000	6965640000.00000	7716620000.00000	7998570000.00000	8050840000.00000	8562340000.00000	8575250000.00000	7522790000.00000	7451160000.00000	7660410000.00000	7594020000.00000	7491250000.00000	6644400000.00000	6409830000.00000	6226950000.00000	5944070000.00000	5767610000.00000	4757110000.00000	4185430000.00000
5006120000.00000	6631680000.00000	7300070000.00000	7942850000.00000	7755110000.00000	8387090000.00000	8585780000.00000	8133840000.00000	7608970000.00000	7576840000.00000	7785630000.00000	7940840000.00000	7290730000.00000	6679330000.00000	6211890000.00000	5897380000.00000	5626480000.00000	4989090000.00000	4094750000.00000	3570070000.00000
5749830000.00000	6993700000.00000	7825190000.00000	8110410000.00000	7906190000.00000	8617780000.00000	8651630000.00000	7852000000.00000	7945740000.00000	7919980000.00000	8029990000.00000	7841890000.00000	6577090000.00000	6152740000.00000	5967640000.00000	5473610000.00000	4977740000.00000	4122300000.00000	3486630000.00000	3098870000.00000
6112520000.00000	7076130000.00000	7660400000.00000	7639200000.00000	8366600000.00000	8497730000.00000	8381080000.00000	7882520000.00000	8081470000.00000	8083550000.00000	7877780000.00000	7151430000.00000	6167030000.00000	6015130000.00000	5478980000.00000	5033940000.00000	3859460000.00000	3491660000.00000	3007410000.00000	3242200000.00000
6283040000.00000	7180420000.00000	7583280000.00000	7901980000.00000	8472920000.00000	8760990000.00000	8349610000.00000	7886490000.00000	8032510000.00000	8015400000.00000	7437990000.00000	6250280000.00000	5786600000.00000	5449020000.00000	4894730000.00000	4215370000.00000	3439640000.00000	2867110000.00000	2507450000.00000	2818390000.00000
6243040000.00000	7089210000.00000	7414830000.00000	8269970000.00000	8502180000.00000	8601490000.00000	8399370000.00000	8289300000.00000	8155390000.00000	7813070000.00000	6998190000.00000	5769610000.00000	5250460000.00000	4725950000.00000	4225270000.00000	3350020000.00000	2898940000.00000	2580760000.00000	2962550000.00000	2947830000.00000
6586150000.00000	6941960000.00000	7669700000.00000	8300970000.00000	8889380000.00000	8425130000.00000	8510670000.00000	8175700000.00000	8142680000.00000	7255410000.00000	5848590000.00000	5203950000.00000	4776580000.00000	4210590000.00000	3193360000.00000	2770370000.00000	2472510000.00000	2207670000.00000	2725530000.00000	2530610000.00000
6376280000.00000	6830920000.00000	7982700000.00000	8723670000.00000	8755110000.00000	8950160000.00000	8679410000.00000	8250240000.00000	7609670000.00000	6940430000.00000	5219470000.00000	4850230000.00000	4146880000.00000	3482760000.00000	1026910000.00000	987812000	2386360000.00000	2755690000.00000	2601150000.00000	2395150000.00000
6303640000.00000	7512670000.00000	8489650000.00000	9103220000.00000	8883320000.00000	8730770000.00000	8546460000.00000	8160130000.00000	7173000000.00000	5197160000.00000	4523540000.00000	4272160000.00000	3702440000.00000	1186190000.00000	1100780000.00000	1006230000.00000	975250000	2870450000.00000	2677750000.00000	2578610000.00000
6265130000.00000	7849260000.00000	9017550000.00000	9096990000.00000	9199190000.00000	8805060000.00000	8173980000.00000	7364830000.00000	6724310000.00000	4773230000.00000	4151440000.00000	3693480000.00000	1231470000.00000	1101720000.00000	1105680000.00000	1065630000.00000	3030320000.00000	3077860000.00000	2805190000.00000	2504790000.00000
6446440000.00000	8298200000.00000	9173560000.00000	9206200000.00000	8904590000.00000	8456150000.00000	7683000000.00000	7064850000.00000	4740580000.00000	4029050000.00000	3717420000.00000	1403290000.00000	1269460000.00000	1160090000.00000	1131560000.00000	1164050000.00000	3132590000.00000	3062130000.00000	2856030000.00000	2653830000.00000
6625030000.00000	8509880000.00000	9105270000.00000	9162440000.00000	8746870000.00000	7773740000.00000	7093480000.00000	6689820000.00000	4085830000.00000	3692410000.00000	1653710000.00000	1346660000.00000	1258180000.00000	1230650000.00000	1233780000.00000	3339050000.00000	3139850000.00000	2931500000.00000	2798900000.00000	2554660000.00000
7006240000.00000	8791070000.00000	8979710000.00000	8832960000.00000	8037480000.00000	7358190000.00000	6769200000.00000	4152890000.00000	3558340000.00000	1746440000.00000	1476990000.00000	1387110000.00000	1378430000.00000	1309470000.00000	1361520000.00000	3053950000.00000	2974640000.00000	2894130000.00000	2583820000.00000	2237080000.00000
7257920000.00000	8486550000.00000	8598590000.00000	8348090000.00000	7522200000.00000	6642600000.00000	6262770000.00000	3557760000.00000	1916530000.00000	1579120000.00000	1358380000.00000	1361950000.00000	1444770000.00000	1401730000.00000	2995140000.00000	2797150000.00000	2693450000.00000	2549590000.00000	2217500000.00000	1977270000.00000
6923490000.00000	8274620000.00000	8453100000.00000	7661060000.00000	6851110000.00000	6346030000.00000	3652330000.00000	2250520000.00000	1808420000.00000	1498410000.00000	1399220000.00000	1300500000.00000	1311690000.00000	1349300000.00000	2900370000.00000	2675750000.00000	2560840000.00000	2372440000.00000	2036470000.00000	1689120000.00000
6900020000.00000	7851150000.00000	7833010000.00000	7073560000.00000	6303490000.00000	5878760000.00000	3496900000.00000	1973740000.00000	1622190000.00000	1577660000.00000	1454200000.00000	1460170000.00000	1457270000.00000	2929290000.00000	2675520000.00000	2534620000.00000	2393650000.00000	2119690000.00000	1856650000.00000	67371000
6604650000.00000	7444260000.00000	7123690000.00000	6506210000.00000	6001130000.00000	3511800000.00000	2880020000.00000	1668060000.00000	1594760000.00000	1648250000.00000	1522770000.00000	1379670000.00000	1461370000.00000	2814870000.00000	2584770000.00000	2481660000.00000	2162170000.00000	1850900000.00000	1669820000.00000	524303000
6059920000.00000	6673870000.00000	6458860000.00000	5972210000.00000	3708840000.00000	3021240000.00000	2614470000.00000	1728250000.00000	1594140000.00000	1557950000.00000	1633040000.00000	1611080000.00000	2890040000.00000	2452640000.00000	2501740000.00000	2252350000.00000	1906140000.00000	1721730000.00000	592557000	-1
5782170000.00000	6308260000.00000	5945790000.00000	3718590000.00000	3215500000.00000	2793670000.00000	2299920000.00000	2071570000.00000	1722890000.00000	1562840000.00000	1620900000.00000	1703580000.00000	2687010000.00000	2556420000.00000	2372790000.00000	1950110000.00000	1716010000.00000	1526580000.00000	-1	-1
